terminal_id,lat,lon,berth_count,dwell_minutes,center_method,polygon
422,38.94685825,118.48854670833333,1,9991.383333333333,duration_weighted_berth_medoid,"POLYGON ((118.48332462584749 38.942986982535054, 118.49349450056535 38.942986982535054, 118.49349450056535 38.950924302672924, 118.48332462584749 38.950924302672924, 118.48332462584749 38.942986982535054))"
423,40.297084197530864,122.08653804938272,1,8893.599999999999,duration_weighted_berth_medoid,"POLYGON ((122.08120846264892 40.29278525145869, 122.09178495686565 40.29278525145869, 122.09178495686565 40.30082776633623, 122.08120846264892 40.30082776633623, 122.08120846264892 40.29278525145869))"
424,32.08165235416667,121.63034202083333,2,6277.383333333333,duration_weighted_berth_medoid,"POLYGON ((121.62393343542885 32.07743782404441, 121.63545890457917 32.07743782404441, 121.63545890457917 32.08615371850247, 121.62393343542885 32.08615371850247, 121.62393343542885 32.07743782404441))"
425,30.101218753623186,121.86969691304348,1,3778.8833333333328,duration_weighted_berth_medoid,"POLYGON ((121.86360173187967 30.09694423081036, 121.87462901666795 30.09694423081036, 121.87462901666795 30.10581969289755, 121.86360173187967 30.10581969289755, 121.86360173187967 30.09694423081036))"
426,21.607451902439024,108.32716129268292,2,12841.333333333332,duration_weighted_berth_medoid,"POLYGON ((108.32215676208747 21.60280046347384, 108.33376163973898 21.60280046347384, 108.33376163973898 21.61857308635991, 108.32215676208747 21.61857308635991, 108.32215676208747 21.60280046347384))"
427,21.697595391304347,108.63536704347825,1,18204.666666666664,duration_weighted_berth_medoid,"POLYGON ((108.629772432604 21.68631152560717, 108.64047987839254 21.68631152560717, 108.64047987839254 21.703572649749436, 108.629772432604 21.703572649749436, 108.629772432604 21.68631152560717))"
428,39.0404225,118.3623245,3,213949.11666666667,duration_weighted_berth_medoid,"POLYGON ((118.35533095343735 39.035948134264885, 118.37155312736958 39.035948134264885, 118.37155312736958 39.045565566500215, 118.35533095343735 39.045565566500215, 118.35533095343735 39.035948134264885))"
429,21.595096032786888,108.32880821311475,1,15607.599999999999,duration_weighted_berth_medoid,"POLYGON ((108.32378043004397 21.587092145399428, 108.33512966368282 21.587092145399428, 108.33512966368282 21.600515646093662, 108.32378043004397 21.600515646093662, 108.32378043004397 21.587092145399428))"
430,37.413693,119.95016912962963,3,21329.1,duration_weighted_berth_medoid,"POLYGON ((119.94205888640677 37.40971095342505, 119.95667228219592 37.40971095342505, 119.95667228219592 37.42621153220256, 119.94205888640677 37.42621153220256, 119.94205888640677 37.40971095342505))"
431,22.782456410958904,115.92834553424657,1,677.9833333333333,duration_weighted_berth_medoid,"POLYGON ((115.92337576208749 22.77790106820626, 115.9332841054924 22.77790106820626, 115.9332841054924 22.787047945352647, 115.92337576208749 22.787047945352647, 115.92337576208749 22.77790106820626))"
432,22.81747104255319,113.5735284680851,1,1669.15,duration_weighted_berth_medoid,"POLYGON ((113.56853242875412 22.812667485541102, 113.57847118663048 22.812667485541102, 113.57847118663048 22.82202306955005, 113.56853242875412 22.82202306955005, 113.56853242875412 22.812667485541102))"
433,21.92770384313725,113.2168773627451,1,4713.0,duration_weighted_berth_medoid,"POLYGON ((113.21120285738571 21.92210664560117, 113.22247273998812 21.92210664560117, 113.22247273998812 21.932851109644066, 113.21120285738571 21.932851109644066, 113.21120285738571 21.92210664560117))"
434,31.757696950000003,121.181046925,2,46809.11666666667,duration_weighted_berth_medoid,"POLYGON ((121.17213601593733 31.753390545876243, 121.18657834171971 31.753390545876243, 121.18657834171971 31.763763910505087, 121.17213601593733 31.763763910505087, 121.17213601593733 31.753390545876243))"
435,30.98486717777778,121.37679026666667,1,20496.866666666665,duration_weighted_berth_medoid,"POLYGON ((121.37051994729968 30.98004962708277, 121.38201610362447 30.98004962708277, 121.38201610362447 30.989235356146978, 121.37051994729968 30.989235356146978, 121.37051994729968 30.98004962708277))"
436,31.388457119999998,121.60929328,1,815.65,duration_weighted_berth_medoid,"POLYGON ((121.60435470875416 31.38400950895837, 121.61431187124582 31.38400950895837, 121.61431187124582 31.3926728650735, 121.60435470875416 31.3926728650735, 121.60435470875416 31.38400950895837))"
437,32.237251372340424,119.25333438297872,1,37769.26666666667,duration_weighted_berth_medoid,"POLYGON ((119.24838789093732 32.23302136127188, 119.25828422681629 32.23302136127188, 119.25828422681629 32.241438697670716, 119.24838789093732 32.241438697670716, 119.24838789093732 32.23302136127188))"
438,32.2426862625,119.6871135375,1,2713.9166666666665,duration_weighted_berth_medoid,"POLYGON ((119.6817761065146 32.23782906991559, 119.69203493098544 32.23782906991559, 119.69203493098544 32.24684866170424, 119.6817761065146 32.24684866170424, 119.6817761065146 32.23782906991559))"
439,29.89222595073892,122.00076961083744,1,12004.516666666666,duration_weighted_berth_medoid,"POLYGON ((121.99457739122036 29.886650316771018, 122.00573047862446 29.886650316771018, 122.00573047862446 29.896477598395954, 121.99457739122036 29.896477598395954, 121.99457739122036 29.886650316771018))"
440,37.82259442857143,120.84291257142857,4,22366.083333333336,duration_weighted_berth_medoid,"POLYGON ((120.8321660045117 37.81200816073041, 120.84997464348534 37.81200816073041, 120.84997464348534 37.826555912829576, 120.8321660045117 37.826555912829576, 120.8321660045117 37.81200816073041))"
