reference_index,overlapping_prediction_count,reference_area_m2,overlap_area_m2,reference_area_recall
349,1,3095285.2254403983,968440.0235463285,0.3128758589310743
350,1,1135561.9576511858,1086472.0619290078,0.9567703942603746
351,1,632709.4317749857,632709.4317749857,1.0
352,1,524978.5945983446,524978.5945983446,1.0
353,1,238627.85216432728,238627.85216432728,1.0
354,1,3302095.7336690486,1949516.5218708995,0.5903876444262682
355,1,547249.6362523156,530401.8258117122,0.9692136653466216
356,1,3307931.8808260877,1213835.030122955,0.36694680357801834
357,2,3161501.326114417,1363461.2220937943,0.43127017244352395
358,2,5925552.0823226115,4607041.304684734,0.7774872688114038
359,1,482941.1002624318,482941.1002624318,1.0
360,1,839854.166553748,767898.636786625,0.9143237806839909
361,2,399258.48331261054,399258.4833126106,1.0000000000000002
362,2,1104946.345636381,1101352.813251446,0.9967477765783592
363,2,7141288.603695466,3123156.247796291,0.4373379121213675
364,0,318988.39206908166,0.0,0.0
365,1,1346015.0098928947,953727.6946768187,0.7085565076668119
366,0,1000181.292712778,0.0,0.0
367,1,869211.6501035049,26377.18161706304,0.030346097655182223
368,1,371150.54878715426,371150.54878715426,1.0
369,1,1846753.7915604648,327422.9483294332,0.17729648089839214
370,2,1341885.4886985142,1313703.8954263872,0.9789985110432484
371,1,310568.1441910325,310568.1441910325,1.0
372,0,471052.61241439875,0.0,0.0
373,2,2092136.6173028022,1951995.6048659186,0.9330153627263814
374,1,335155.8677189603,335155.8677189603,1.0
375,1,509216.1070528875,500677.07318676787,0.9832310216667346
376,0,1905913.9498964823,0.0,0.0
377,1,12807068.677739387,177263.99885592383,0.013841106291874216
378,0,3892796.762230914,0.0,0.0
379,0,6389173.503906306,0.0,0.0
380,0,344612.3250622886,0.0,0.0
381,0,7999584.816972535,0.0,0.0
382,1,8599622.99506378,2170089.479264582,0.25234704829621285
383,0,4359418.824658978,0.0,0.0
384,1,691026.9734993706,691026.9734993706,1.0
385,1,719979.3990399603,436471.1444073278,0.6062272684320273
386,1,2480042.0786688933,1250269.5528254875,0.5041323950021612
387,1,1086448.2500778292,126452.51566608222,0.11639073987833624
388,0,822454.71062332,0.0,0.0
389,0,692503.8336654358,0.0,0.0
390,0,1730906.7045232104,0.0,0.0
391,0,1738420.8157487318,0.0,0.0
392,0,3592230.693503545,0.0,0.0
393,1,1178643.4870835827,870932.934460426,0.7389282204540485
394,1,2921062.3860901166,1170173.6162127538,0.40059863896951814
395,0,3880395.783022134,0.0,0.0
396,0,5879757.616353048,0.0,0.0
397,1,3781067.8384135617,571908.2229676107,0.1512557424009532
398,0,5521569.152817852,0.0,0.0
399,1,5324311.661872557,1397763.373407234,0.26252470970409747
400,0,4152872.1287875655,0.0,0.0
401,1,1001128.7422499689,914580.8434911617,0.9135496813683556
402,1,834627.3626335636,834611.7355987112,0.9999812766324805
403,1,4055137.4142420553,1911208.406304574,0.47130546047396954
404,1,958490.0118648015,958490.0118648016,1.0000000000000002
405,1,702433.357843326,702317.113791924,0.9998345123418413
406,1,787850.1363996658,787850.1363996658,1.0
407,1,768698.6348042306,768698.6348042305,0.9999999999999999
408,2,23455133.064677436,2185073.7374110273,0.09315972462768364
409,1,1779300.418848564,1313163.9970287094,0.7380226425611114
410,1,1962572.9850053643,1932050.2998038146,0.9844476177779109
411,1,3502376.6339052184,361683.0073708986,0.10326787926506208
412,1,3559735.3452503313,1955492.0358064552,0.5493363540117163
413,0,912737.7017102954,0.0,0.0
414,1,780903.6914186974,727314.9104694949,0.931375941056386
415,1,1816167.0471168363,1306680.169658217,0.7194713568515467
416,1,952163.5554588492,951374.7257951413,0.9991715397431613
417,2,1456192.656439688,874792.7458209341,0.6007397042914328
418,4,3975107.2367056375,3866753.5969670303,0.9727419580689337
419,0,5488986.172472934,0.0,0.0
420,1,460997.2212654404,443949.01749521337,0.963018857850315
421,1,685554.1997142083,685554.1997142083,1.0
422,1,1748756.8940398362,795148.7218569213,0.45469368816613115
423,1,591233.7815320604,543574.0300450784,0.9193893296092088
424,0,3294259.2023276705,0.0,0.0
425,1,394413.69425072,394413.69425072,1.0
426,2,1397056.331939576,897403.6649566423,0.6423532426289135
427,0,7064855.253042258,0.0,0.0
428,1,419392.1011072274,415926.71450101695,0.9917371199956758
429,0,1123450.1746722886,0.0,0.0
430,1,985789.7724093101,751467.3574126709,0.7622998112224822
431,1,836432.8416445781,495008.86916909745,0.5918094609912979
432,1,798468.9242841138,788530.288997407,0.9875528840454028
433,1,8577188.496328423,1093334.6276140453,0.12747004779970283
434,0,1598096.0282641975,0.0,0.0
435,0,5463714.021369257,0.0,0.0
436,2,6496178.090194697,4224461.766094271,0.6502995619025063
437,2,1491920.7701468584,693150.1905145947,0.46460254752426555
438,2,692164.4898578809,277472.04982784204,0.40087588122992873
439,2,2861500.7738215295,932237.6470012212,0.3257862641624309
