pid,name,geom,guid,point,gkguid,create_time,update_time
87,石岛锚地,"POLYGON ((122.47736789999999 36.616305839999995, 122.4737255 36.61874413, 122.36084159999997 36.74852753, 122.3590445 36.75260299000001, 122.35897509999997 36.75705653, 122.36064439999998 36.76118601, 122.4093565 36.83388929, 122.41299830000001 36.83607832, 122.4464997 36.84669245, 122.57577439999999 36.88536332999999, 122.5802072 36.885497449999995, 122.58974900000001 36.87908153000001, 122.64035039999997 36.78054046999999, 122.64071209999997 36.769927980000006, 122.61300450000002 36.72265052, 122.4833298 36.61544949999999, 122.4816666 36.61544949999999, 122.47736789999999 36.616305839999995))",fab647db-92bb-4146-9d26-8cfac535228b,POINT (122.49465368197917 36.75056526),a7c7c56e-5487-4e4c-b28e-10619e6233e4,2025-10-23 10:00:24,2025-10-23 10:00:24
88,乳山1号锚地,"POLYGON ((121.48955999999997 36.69915999999999, 121.48749999999997 36.68264, 121.46841309999998 36.67764747999999, 121.4481356 36.67842189, 121.43855779999998 36.68927900999999, 121.44520968 36.733358380000006, 121.46602362 36.73314342, 121.48675940999999 36.71816456, 121.48955999999997 36.69915999999999))",bed4d5cf-d5ef-424f-84f7-0e7c92f6ee82,POINT (121.46482128685616 36.70866228),2d4da246-3ad1-4aea-b186-a83dfc9d9800,2025-10-23 10:16:04,2025-10-23 10:16:04
89,乳山2号锚地,"POLYGON ((121.52973 36.641329999999996, 121.56166059999998 36.64180193999999, 121.57230000000001 36.60661, 121.55897839 36.584188690000005, 121.53866 36.56911999999999, 121.51440652 36.55762102999999, 121.48211272 36.56994382, 121.48167 36.61487999999999, 121.50093539000001 36.642146280000006, 121.52973 36.641329999999996))",535bae90-25f3-4d25-9fff-71d6663d12dd,POINT (121.52375056110418 36.595399345000004),2d4da246-3ad1-4aea-b186-a83dfc9d9800,2025-10-23 10:16:39,2025-10-23 10:16:39
90,海阳锚地,"POLYGON ((121.26236186111099 36.6580009722222, 121.26536591666698 36.583774472222196, 121.285321555556 36.583602166666694, 121.28579544444399 36.488073055555596, 121.17417083333301 36.4892951666667, 121.175123638889 36.65901288888891, 121.26236186111099 36.6580009722222))",56278cfc-ce78-4326-b756-a5024345feff,POINT (121.22999551234273 36.5364486666667),72afe7d0-5b5f-44a7-9a78-b66514fa53f6,2025-10-23 11:03:09,2025-10-23 11:03:09
91,青岛3号锚地,"POLYGON ((121.26079088 36.34165235, 121.25885969 36.24895446, 121.1592961 36.22230075000001, 121.0714328 36.19974269, 121.01499912000001 36.183291200000006, 121.00298281999999 36.276758949999994, 121.04278094000001 36.28597764999999, 121.15135675999997 36.31295545, 121.26079088 36.34165235))",3138ab8f-865c-4891-8252-0c526dd4f37a,POINT (121.13195971155798 36.262856705),4e0346c3-04a5-4e62-a2f7-587f4f192a79,2025-10-23 11:17:13,2025-10-23 11:32:27
92,青岛1号锚地,"POLYGON ((120.42644343999999 35.99642917, 120.49319448 35.984238510000004, 120.47786987 35.929701109999996, 120.43899999999998 35.9011, 120.38817999999999 35.89331000000001, 120.34697999999999 35.930009999999996, 120.33324999999999 35.99336999999999, 120.38406000000002 36.00559, 120.42644343999999 35.99642917))",c776ae27-c671-4667-8018-37447666779b,POINT (120.41333998089233 35.957124255),4e0346c3-04a5-4e62-a2f7-587f4f192a79,2025-10-23 11:31:20,2025-10-23 11:31:20
93,青岛2号锚地,"POLYGON ((120.95181824999999 35.92194927999999, 121.02949502000001 35.91326040999999, 121.06000913 35.849082329999995, 121.10056413 35.7599813, 121.10764516000002 35.688692890000006, 121.01303 35.68052999999999, 120.87997926 35.66202376, 120.84324809000002 35.74110144, 120.76748255 35.89542633999999, 120.86472 35.88329999999999, 120.95181824999999 35.92194927999999))",c8e97ee2-18b5-4d39-ab37-1a552f8738a2,POINT (120.94619684411346 35.804531815),4e0346c3-04a5-4e62-a2f7-587f4f192a79,2025-10-23 11:32:20,2025-10-23 11:32:20
94,董家口锚地,"POLYGON ((120.07782000000002 35.5229, 120.19043 35.48936, 120.34697999999999 35.44239, 120.50903 35.38643, 120.62987999999999 35.3125, 120.63537999999998 35.19138, 120.51726999999998 35.03636, 120.29205000000002 34.95085999999999, 120.10802999999999 34.930589999999995, 120.02014000000001 35.05884, 119.9762 35.236259999999994, 119.92126000000002 35.35282999999999, 119.81415 35.40881000000001, 119.81857446 35.53681465, 119.88006999999999 35.55642, 119.97894 35.56089, 120.07782000000002 35.5229))",4012bbab-caa3-45af-b5a2-4032b1488773,POINT (120.29492243588365 35.274379999999994),901db4d4-99b4-467e-a9b4-f1c3aac7107d,2025-10-23 11:58:00,2025-10-23 11:58:00
95,日照锚地,"POLYGON ((119.68781 35.393339999999995, 119.72487999999998 35.3799, 119.78040093 35.35314285999999, 119.82813198000001 35.33351173, 119.90594174999998 35.30263148, 119.87976339 35.25542585000001, 119.86896910999998 35.211606239999995, 119.84312300999997 35.12429097, 119.76287131999997 35.13903193, 119.68712574 35.17218935, 119.54250102999997 35.222338349999994, 119.58069 35.29811999999999, 119.61204392999997 35.363569219999995, 119.63974 35.389979999999994, 119.68781 35.393339999999995))",bea662a3-949e-4fa4-b6fa-1ee3bc2cece2,POINT (119.73076705201169 35.276772925),bedfd077-e582-4f9e-b7c7-d05fd887830f,2025-10-23 14:05:02,2025-10-23 14:05:02
96,岚山锚地,"POLYGON ((119.55322000000001 35.15789999999999, 119.67555084999998 35.157532429999996, 119.73064013999999 35.1373481, 119.77843999999997 35.11297999999999, 119.77527209000002 35.00598673999999, 119.64674064000002 34.99948343, 119.47907649 34.992441359999994, 119.43200173 34.99593189000001, 119.39294876000001 35.03617554, 119.49005 35.13544, 119.50652999999998 35.15789999999999, 119.55322000000001 35.15789999999999))",57b8ea0d-a9e2-4bea-a182-ea170093b064,POINT (119.6039085386209 35.07457777),c1b8f7e0-3f19-4586-9b5c-163687eaf1ba,2025-10-23 14:20:13,2025-10-23 14:20:13
97,连云港锚地,"POLYGON ((119.62326 34.86995999999999, 119.69604 34.90489, 119.7988445 34.938878519999996, 119.87244431 34.94468308, 119.93361999999999 34.92289999999999, 120.05383930999999 34.95621613, 120.08817159 34.915757209999995, 119.99912225 34.884607839999994, 120.03474198999999 34.84094367, 119.88503790999997 34.75658638, 119.75198397000001 34.678703340000006, 119.6654131 34.74816959000001, 119.65339680999999 34.779546849999996, 119.59138413 34.77461189, 119.56091423999999 34.82623807, 119.57244999999999 34.83503, 119.62326 34.86995999999999))",d8785f46-5ffd-4d15-bf4c-7d889fc66b91,POINT (119.77095377327589 34.802892459999995),8af0eeaf-bc33-459b-b7b8-17b7c8e16fb7,2025-10-23 14:30:53,2025-10-23 14:42:50
98,陈家港锚地,"POLYGON ((119.98032 34.74141999999999, 120.03113 34.71206999999999, 120.0531 34.62848999999999, 120.00361267999999 34.57846411, 119.91714 34.54822, 119.85534999999999 34.56405999999999, 119.82924999999999 34.5878, 119.84848 34.62848999999999, 119.86771 34.67707, 119.89243000000002 34.72109999999999, 119.98032 34.74141999999999))",aeff3472-23f3-48a2-8c5d-dab77070b96a,POINT (119.95240504187603 34.65277999999999),1ed4176e-9813-4cc3-8ea5-bccffc768ed2,2025-10-23 14:55:55,2025-10-23 14:55:55
99,射阳锚地,"POLYGON ((120.56314952777801 33.8990318333333, 120.631492222222 33.898675638888896, 120.76511319444398 33.941681138888896, 120.83892758333302 33.941681138888896, 120.83613808333298 33.8494198611111, 120.63192136111101 33.853247, 120.55939441666702 33.8530688055556, 120.55786999999998 33.86831999999998, 120.55099999999997 33.8793, 120.53718575 33.899477083333295, 120.56314952777801 33.8990318333333))",afe5d39d-534d-4c50-9d67-35fd134e2a9b,POINT (120.69085082087801 33.88898781944445),8dd6ea4d-d74d-47f9-b073-1c0c5a6d41cf,2025-10-23 15:25:37,2025-10-23 15:27:26
101,滨海锚地,"POLYGON ((120.4253831 34.23411315, 120.35461480000001 34.255194460000006, 120.3164525 34.2715753, 120.3137807 34.27479823000001, 120.3125241 34.27879156, 120.311668 34.341751429999995, 120.31264880000002 34.34570947, 120.31858849999998 34.35561369, 120.3222422 34.35826725999999, 120.4367097 34.39787963, 120.466774 34.40269585, 120.47157210000002 34.40221339, 120.47535540000001 34.40015505, 120.47999920000001 34.39526668, 120.49793650000001 34.36268360999999, 120.4987523 34.35872453000001, 120.49837669999998 34.355708379999996, 120.4799708 34.289840559999995, 120.436354 34.23816748999999, 120.4296254 34.23455197, 120.4253831 34.23411315))",b94dd9ad-90b3-4a4e-b762-ca96e6e3d951,POINT (120.39962231842611 34.315795994999995),585c21fa-277a-44c7-adcc-b9e6196b340c,2025-10-23 15:37:52,2025-10-23 15:37:52
102,大丰1号锚地,"POLYGON ((120.90865999999998 33.673869999999994, 120.92874962999997 33.60830975, 120.95321137000002 33.51837264000001, 120.90042 33.48509000000001, 120.82901 33.50227, 120.78918 33.600699999999996, 120.83038000000002 33.673869999999994, 120.90865999999998 33.673869999999994))",a4e9a156-7163-495b-a88a-d409b62f08e8,POINT (120.8739261929821 33.55953632000001),a2405236-c6ad-4306-b914-864a1a1e4a1e,2025-10-23 15:50:47,2025-10-23 15:50:47
103,大丰2号锚地,"POLYGON ((120.91207316999997 33.37586467, 120.93100451 33.32098855, 120.96696545 33.21394509, 120.94293286 33.18395986, 120.87405372999997 33.16222762000001, 120.85995604 33.210731599999995, 120.88607003 33.21933056999999, 120.84912394999999 33.31548761, 120.84000000000002 33.37048, 120.87295999999999 33.38654, 120.91207316999997 33.37586467))",73fc0a7f-bebe-4401-a9db-029da800c032,POINT (120.90830068211305 33.267409089999994),a2405236-c6ad-4306-b914-864a1a1e4a1e,2025-10-23 15:52:12,2025-10-23 15:52:12
104,洋口锚地,"POLYGON ((121.67160861000002 32.451220629999995, 121.70272223000002 32.44814238, 121.73287025999997 32.438725919999996, 121.75572806000001 32.422087680000004, 121.75669365999997 32.39536723, 121.72932974 32.38057556999999, 121.69800154000002 32.38555876, 121.66774622 32.39778908, 121.64092413000002 32.41355015, 121.62965886000002 32.42903679, 121.64596669000001 32.4514017, 121.67160861000002 32.451220629999995))",3fca3455-ad4d-44d2-9f38-185629d7d485,POINT (121.69685063589617 32.417818915),7238f004-6d50-4183-9500-6952b36d776c,2025-10-23 16:06:37,2025-10-23 16:06:37
106,吕四锚地,"POLYGON ((122.11372000000001 31.93924, 122.47289185000001 31.98371178, 122.49155040999997 31.83208212, 122.30251205999998 31.82750663, 122.24564923000001 31.81437916000001, 122.19365909999999 31.792641, 122.13365298 31.771166289999993, 122.0403579 31.843592880000006, 121.93626076 31.94787332, 122.00428157999997 31.999022080000003, 122.11372000000001 31.93924))",5643481a-9ad6-4df3-8050-535e68244d52,POINT (122.23843375837228 31.891416440000004),f926321d-7524-4731-9f52-8538fa2c8f5a,2025-10-23 16:25:56,2025-10-23 16:25:56
107,上海南港1号锚地,"MULTIPOLYGON (((121.75710709999997 30.484912289999986, 121.80129999999998 30.48857, 121.80287417649292 30.48790265982844, 121.72491612976356 30.480967792405536, 121.75710709999997 30.484912289999986)), ((121.82292999999999 30.4794, 121.82877 30.467560000000002, 121.82981559999998 30.445175250000002, 121.82868136137677 30.440030921233028, 121.81708999999998 30.468100000000007, 121.81095163395953 30.484478313706177, 121.82292999999999 30.4794)))",0e60763f-05cc-4e19-bb3e-ba5459dbd016,POINT (121.8256138913037 30.456367625000002),9db00cdd-2fde-47f8-90f1-9b36b55cdc58,2025-10-23 16:41:24,2025-10-23 16:41:24
108,上海南港2号锚地,"POLYGON ((122.13160447 30.518957420000003, 122.19104221999999 30.414461370000005, 122.05285482000001 30.40169222, 121.95329122 30.407059170000004, 121.96187429 30.502504419999987, 122.13160447 30.518957420000003))",8f0ed608-345f-4587-ac31-52dcfb1182af,POINT (122.06195909594886 30.458482894999996),9db00cdd-2fde-47f8-90f1-9b36b55cdc58,2025-10-23 16:42:48,2025-10-23 16:42:48
111,乍浦1号锚地,"POLYGON ((121.27027980000001 30.63658584, 121.3330009 30.567324729999992, 121.26648212 30.54844068, 121.18150973 30.54289672, 121.12325909000002 30.543533010000004, 121.11177923999999 30.56284298, 121.16558381000002 30.591574069999997, 121.16998262999999 30.611797839999998, 121.23751792000002 30.643540690000002, 121.27027980000001 30.63658584))",25bbd9d6-cbee-446f-a976-43e94621748d,POINT (121.23483373419965 30.601685954999997),50201deb-f665-4d37-b618-a9fa45919a07,2025-10-23 16:59:15,2025-10-23 16:59:15
112,乍浦2号锚地,"POLYGON ((121.709670694444 30.479611555555596, 121.809448888889 30.488487500000005, 121.81708999999998 30.468100000000007, 121.83151 30.43318, 121.81595502777802 30.393672750000004, 121.61544888888899 30.40083266666671, 121.55450911111102 30.445425249999992, 121.56028999999997 30.49414, 121.57661050000002 30.5077466666667, 121.709670694444 30.479611555555596))",f4c64252-9e4c-475a-8412-6fd6961c5bb3,POINT (121.6888130979346 30.456762625),50201deb-f665-4d37-b618-a9fa45919a07,2025-10-23 17:00:34,2025-10-23 17:01:19
113,宁德3号锚地,"POLYGON ((120.48328000000001 27.135789999999997, 120.50121699999998 27.1348897, 120.52170908000001 27.13040206000001, 120.54099953 27.12251485, 120.5492 27.11043, 120.53885376000001 27.09415065, 120.50786887999996 27.084465059999996, 120.47278559 27.093348319999997, 120.43716585000001 27.108056689999998, 120.44657137 27.143389629999998, 120.46028 27.145259999999993, 120.48328000000001 27.135789999999997))",3fc60453-ae5a-4f6d-8ccd-f26b756a862e,POINT (120.49225292889179 27.116472425),95bd81b0-6088-433b-9bab-7232f3f40d1e,2025-10-23 17:12:42,2025-10-23 17:12:42
114,苍南2号锚地,"POLYGON ((120.95913 27.44786, 121.07311000000001 27.410679999999996, 121.14966069999998 27.38086577, 121.10674535 27.323308489999995, 121.04859505999998 27.328836810000002, 120.98014509 27.3772455, 120.91748868999997 27.38829648, 120.89088117 27.407156819999997, 120.92136000000002 27.439329999999998, 120.95913 27.44786))",b86dcb2c-c07d-4f55-8ca6-7285e9c5b350,POINT (121.03933752684819 27.384581125),f1feda11-e374-4caf-b4e2-2884423c7b51,2025-10-23 17:27:00,2025-10-23 17:27:00
115,苍南1号锚地,"POLYGON ((120.82085638 27.469097720000004, 120.80388239 27.431113899999993, 120.76688820999999 27.38374827, 120.73038987000001 27.418733899999992, 120.70764474 27.459773040000005, 120.74661284 27.497366309999993, 120.82085638 27.469097720000004))",319a7103-7ae6-4346-b14c-c59ffc11275b,POINT (120.76293626280966 27.44544347),f1feda11-e374-4caf-b4e2-2884423c7b51,2025-10-23 17:28:34,2025-10-23 17:28:34
117,温州2号锚地,"POLYGON ((121.19009666999999 27.967049330000002, 121.22131758 27.96392224, 121.21902000000001 27.943960000000004, 121.20361500000001 27.924020189999997, 121.1594122 27.909799750000005, 121.11464999999997 27.92091, 121.10709999999999 27.94639, 121.13525 27.954879999999996, 121.16615000000002 27.96276, 121.19009666999999 27.967049330000002))",b4cdadab-b076-495a-b564-85bbb22260f2,POINT (121.16104586308379 27.933990095),88121609-71c6-4652-b18d-8046dd3b127c,2025-10-23 17:34:47,2025-10-23 17:34:47
118,温州1号锚地,"POLYGON ((121.34731843000002 27.95950737, 121.43462999999998 27.959019999999995, 121.52664 27.95417, 121.57196 27.91292, 121.54724 27.8583, 121.51565999999997 27.790279999999996, 121.47102 27.746539999999992, 121.41335 27.73195, 121.34056000000001 27.74045999999999, 121.2777302 27.788420399999993, 121.24447080999998 27.828087780000008, 121.21284 27.887429999999995, 121.22543885999997 27.93346265, 121.27532999999997 27.9566, 121.34731843000002 27.95950737))",3e579988-e3d5-40d6-92c4-284771862e38,POINT (121.38832275141543 27.843193890000002),88121609-71c6-4652-b18d-8046dd3b127c,2025-10-23 17:46:38,2025-10-23 17:46:38
119,温州3号锚地,"POLYGON ((121.18375700999998 28.035240909999988, 121.18466896000001 28.04343206, 121.22066420999998 28.05555193, 121.21540708 28.03467271, 121.18375700999998 28.035240909999988))",a283691e-444e-44b5-baab-332f5cf720eb,POINT (121.21090248906552 28.049491995),88121609-71c6-4652-b18d-8046dd3b127c,2025-10-23 17:48:08,2025-10-23 17:48:08
120,台州1号锚地,"POLYGON ((121.75528433333301 28.678534222222204, 121.95776936111099 28.677158722222195, 121.99309413888899 28.726104111111084, 122.15399602777798 28.71895347222219, 122.13338369444402 28.531163694444395, 122.02030174999997 28.5347454722222, 121.91086763888897 28.60936961111109, 121.710146333333 28.624723500000005, 121.713603388889 28.68574011111111, 121.75528433333301 28.678534222222204))",32644531-285c-4a81-a091-3d4a84fcd957,POINT (121.92908128032204 28.650941111111102),86cd0af1-a74c-4ce7-8c28-07737f48d569,2025-10-24 09:18:29,2025-10-24 09:50:17
122,北仑2号锚地,"POLYGON ((122.00536061 30.008279799999993, 122.01827999999999 29.992800000000003, 122.02239999999999 29.958299999999994, 122.00128364999999 29.93866829, 121.96459103 29.96906543, 121.94484997999997 30.009394670000006, 121.97158999999998 30.02133999999999, 122.00536061 30.008279799999993))",0f48ef71-0576-4f04-9dea-605d555aa479,POINT (121.98923961092623 29.980932715),f7db258a-637c-42d4-b28b-d2e1a5d2b880,2025-10-24 09:36:59,2025-10-24 09:36:59
123,北仑3号锚地,"POLYGON ((122.21345874999997 29.942832350000003, 122.26409885999998 29.92897916, 122.29174537000002 29.92098249, 122.28607000000001 29.891650000000002, 122.24197636 29.8804906, 122.22191344000001 29.84839142, 122.20002660999997 29.84029522, 122.15698 29.909509999999994, 122.18993999999999 29.93687999999999, 122.21345874999997 29.942832350000003))",2223288a-4b71-4538-9aa5-266aa9cde50a,POINT (122.21779049292229 29.8860703),f7db258a-637c-42d4-b28b-d2e1a5d2b880,2025-10-24 09:37:59,2025-10-24 09:37:59
124,台州2号锚地,"POLYGON ((121.81480044 28.741935869999995, 121.81518592999997 28.712359819999996, 121.79410377000002 28.70892525, 121.7901341 28.700267730000004, 121.77827874 28.701914600000002, 121.78019995000001 28.74061889, 121.81480044 28.741935869999995))",c9df5477-9aa7-4f1b-ade6-55d4423c0949,POINT (121.79725017672513 28.726489355),86cd0af1-a74c-4ce7-8c28-07737f48d569,2025-10-24 09:46:11,2025-10-24 09:46:11
126,台州3号锚地,"POLYGON ((121.70071 29.07922, 121.71340999999998 29.082520000000006, 121.76800000000001 29.051920000000003, 121.78528702999998 29.04669134, 121.8092 29.0231, 121.78490129999999 29.002919909999992, 121.76697000000001 29.0204, 121.7371 29.036310000000004, 121.70723 29.05252000000001, 121.68526 29.06902, 121.69006 29.084620000000008, 121.70071 29.07922))",a076a949-2724-4adc-9989-05554855f57d,POINT (121.75904183615432 29.04150067),86cd0af1-a74c-4ce7-8c28-07737f48d569,2025-10-24 09:57:48,2025-10-24 09:57:48
127,石浦锚地,"POLYGON ((122.14738658333299 29.184866277777804, 122.13043502777799 29.142988027777804, 122.0513635 29.14420622222219, 122.07046083333302 29.184959944444405, 122.14738658333299 29.184866277777804))",b1f64b79-be8a-414f-8d9d-e1276decce47,POINT (122.10002378873162 29.164536249999998),07c7deb3-96e5-40c8-86d0-989126b1ecf1,2025-10-24 09:58:52,2025-10-24 09:58:52
128,舟山1号锚地,"POLYGON ((122.26960519444445 29.58451502777777, 122.54151680555557 29.466214777777783, 122.65138008333335 29.44588669444445, 123.02491524999999 29.42316225, 123.3476386388889 30.02898522222222, 122.90543894444446 30.099108888888892, 122.68983225000002 30.12049263888889, 122.26960519444445 29.58451502777777))",82d5be5d-70ac-4c26-b679-22eb6e065771,POINT (122.83654975554364 29.806750124999994),4083f670-b01b-4fd3-9c17-e010ffb412d8,2025-10-24 10:10:47,2025-10-24 14:18:30
133,舟山3号锚地,"POLYGON ((122.31634038999998 30.21042211, 122.38321009000002 30.22088169, 122.43095000000001 30.181139999999996, 122.37935225999999 30.139611340000002, 122.33196610999998 30.11706381, 122.22467775000001 30.129962820000003, 122.22496 30.177579999999992, 122.25822031 30.189993559999998, 122.31634038999998 30.21042211))",a842ce6c-e7ba-4f52-8663-f7bfafeb0ba6,POINT (122.31389351007758 30.158595669999997),4083f670-b01b-4fd3-9c17-e010ffb412d8,2025-10-24 14:14:48,2025-10-24 14:14:48
135,鼠浪湖1号锚地,"POLYGON ((122.70767 30.333070000000003, 122.82235322 30.333555950000004, 122.82964883 30.19585490000001, 122.645542 30.260744859999985, 122.65617 30.32567, 122.70767 30.333070000000003))",141bafa6-d20b-4c5f-9279-e557c11b9074,POINT (122.73767347282275 30.293207429999992),0b4c0a5f-485a-4960-b3b8-04b46471efd7,2025-10-24 14:32:41,2025-10-24 14:32:41
137,鼠浪湖3号锚地,"POLYGON ((122.61047717999999 30.36808513, 122.60554191000001 30.27602937, 122.48258945000002 30.31512196, 122.50597830999997 30.366974310000007, 122.61047717999999 30.36808513))",ad6ebb15-b4da-4ea1-aafa-29a282dbb422,POINT (122.5516557797491 30.341048135),0b4c0a5f-485a-4960-b3b8-04b46471efd7,2025-10-24 14:34:16,2025-10-24 14:34:16
138,洋山1号锚地,"POLYGON ((122.17990008 30.52402394, 122.20972624 30.430820019999995, 122.18267494261579 30.429178453719302, 122.13160447 30.518957420000003, 121.96810323390143 30.50310827941212, 121.96768370000001 30.50405919, 122.17990008 30.52402394))",15c43791-8879-4147-9a1f-60038a0875b7,POINT (122.17967021990174 30.466964149706058),8bd6e5b6-3acd-4583-bea6-b748c9d129d1,2025-10-24 14:42:54,2025-10-24 14:44:58
139,洋山2号锚地,"POLYGON ((122.50658969444397 30.500059111111096, 122.54703741666697 30.491738916666694, 122.547144694444 30.466034249999993, 122.47590522222198 30.467328888888893, 122.47558336111099 30.5005213333333, 122.50658969444397 30.500059111111096))",ac66da73-44b9-427a-b9bd-8a2baa91bc7a,POINT (122.51143761320051 30.479533902777796),8bd6e5b6-3acd-4583-bea6-b748c9d129d1,2025-10-24 14:45:34,2025-10-24 14:45:34
140,鼠浪湖4号锚地,"POLYGON ((122.47539088888898 30.466786888888898, 122.45511338888899 30.466555694444395, 122.45527433333298 30.478807805555586, 122.47512266666699 30.500534166666686, 122.47539088888898 30.466786888888898))",1f2db435-7064-4e8f-a032-1ff218e69cfb,POINT (122.47020375342925 30.489670986111136),0b4c0a5f-485a-4960-b3b8-04b46471efd7,2025-10-24 14:47:06,2025-10-24 14:47:06
141,长江口2号锚地,"POLYGON ((122.553896833333 31.0852828055556, 122.756028111111 31.0869366666667, 122.75549772222202 30.953761527777804, 122.55036236111101 30.910323583333312, 122.553896833333 31.0852828055556))",edd8d7ff-6bbe-4736-9fd2-a0ea5ce100aa,POINT (122.65416399024772 31.019522166666704),3a812974-4abb-4b7b-a168-b6d90ccc9bd6,2025-10-24 14:58:36,2025-10-24 14:58:36
142,长江口1号锚地,"POLYGON ((122.55358286111101 31.11942419444439, 122.5555395 31.266572972222193, 122.755525 31.266939805555594, 122.755499555556 31.1219959166667, 122.55358286111101 31.11942419444439))",5e0ae9b7-44f5-4c90-bd46-a02b0a397bea,POINT (122.65504526212219 31.19428444444445),3a812974-4abb-4b7b-a168-b6d90ccc9bd6,2025-10-24 14:59:22,2025-10-24 14:59:22
143,长江口3号锚地,"POLYGON ((122.33435772222198 31.266873583333293, 122.51417299999997 31.265956527777806, 122.51438758333299 31.1202838611111, 122.49228619444402 31.103566083333295, 122.334073 31.10386125, 122.33435772222198 31.266873583333293))",db18510a-bfa8-46e2-bb22-787f8c9e1705,POINT (122.42425459700563 31.193120194444454),3a812974-4abb-4b7b-a168-b6d90ccc9bd6,2025-10-24 15:00:17,2025-10-24 15:00:17
144,长江口4号锚地,"POLYGON ((122.331490277778 31.5889537777778, 122.86712780555601 31.58493375, 122.86624455555601 31.269417777777804, 122.335574138889 31.26953275, 122.331490277778 31.5889537777778))",f61304fd-97ae-441f-866f-21ee517c9115,POINT (122.60012212412042 31.42723325),3a812974-4abb-4b7b-a168-b6d90ccc9bd6,2025-10-24 15:01:21,2025-10-24 15:01:21
145,长江口5号锚地,"POLYGON ((122.30061661111098 30.926101638888884, 122.30061661111098 31.0296771666667, 122.495666861111 30.99087250000001, 122.514335027778 30.97817941666669, 122.51347672222201 30.925365361111105, 122.30061661111098 30.926101638888884))",23d8e050-2e9d-46ea-a9a3-c136d324225b,POINT (122.40726423445287 30.952140527777786),3a812974-4abb-4b7b-a168-b6d90ccc9bd6,2025-10-24 15:02:17,2025-10-24 15:02:17
147,马迹山3号锚地,"POLYGON ((122.41241000000001 30.64952, 122.39584891999998 30.60077586, 122.37653700999999 30.610471799999992, 122.36087291000001 30.63826142999999, 122.36709563000001 30.666504500000002, 122.41241000000001 30.64952))",6804046d-d9e3-454f-851b-0f1d8d150850,POINT (122.38628448204315 30.624366614999992),e4e727fc-2852-43c9-a0fa-d8d145c5f28f,2025-10-24 15:08:59,2025-10-24 15:10:12
148,马迹山4号锚地,"POLYGON ((122.37529959999999 30.74349904, 122.36641759999999 30.717290509999998, 122.33584042 30.72402347, 122.32015338999999 30.76511998, 122.36159999999998 30.77232, 122.37529959999999 30.74349904))",fc27e424-27e5-45ab-91d1-3750468f7451,POINT (122.3472204426158 30.75430951),e4e727fc-2852-43c9-a0fa-d8d145c5f28f,2025-10-24 15:09:52,2025-10-24 15:09:52
149,马迹山2号锚地,"POLYGON ((122.577037555556 30.583075138888905, 122.52226686111098 30.6186748055556, 122.620703916667 30.628876722222195, 122.577037555556 30.583075138888905))",7e089b9f-0f19-46ae-b4ab-07db03c5ceaf,POINT (122.57182989374438 30.60087497222225),e4e727fc-2852-43c9-a0fa-d8d145c5f28f,2025-10-24 15:10:38,2025-10-24 15:10:38
150,马迹山1号锚地,"POLYGON ((122.723695111111 30.381614055555595, 122.65416688888897 30.437598444444397, 122.688517833333 30.474592250000004, 122.74141097222201 30.46488275, 122.827992694444 30.408548500000002, 122.723695111111 30.381614055555595))",922c7c19-550e-4ca5-8424-a45922b9c037,POINT (122.73893730718953 30.4230734722222),e4e727fc-2852-43c9-a0fa-d8d145c5f28f,2025-10-24 15:11:49,2025-10-24 15:11:49
151,宁波锚地,"POLYGON ((121.87326410999998 30.170555809999996, 121.73400381000002 30.11340258, 121.60718896999998 30.33940918, 121.75935019999999 30.374772079999985, 121.87326410999998 30.170555809999996))",5e3da83f-277e-46e4-af8a-95a1119fac40,POINT (121.74036588900336 30.254982495),e86dff3d-0099-4f8f-8d65-e7bfe2567db2,2025-10-24 15:44:37,2025-10-24 15:44:37
153,宁波3号锚地,"POLYGON ((121.91503816 29.980372010000007, 121.9261425 29.972007710000003, 121.9169157 29.959134590000005, 121.90121 29.96320999999999, 121.90533 29.97362, 121.91503816 29.980372010000007))",2b2f158f-b632-4802-a91e-e35d924f28fe,POINT (121.91297028650465 29.967608854999995),e86dff3d-0099-4f8f-8d65-e7bfe2567db2,2025-10-24 15:47:26,2025-10-24 15:47:26
154,宁波4号锚地,"POLYGON ((121.83541833000001 30.03489708000001, 121.83740317 30.005867279999993, 121.83107315 29.99690116, 121.81272685 29.99643658, 121.81111752 30.033828940000003, 121.83541833000001 30.03489708000001))",60088a9b-4625-4441-9c74-d531b1c91c28,POINT (121.82408325336246 30.019848109999998),e86dff3d-0099-4f8f-8d65-e7bfe2567db2,2025-10-24 15:48:21,2025-10-24 15:48:21
159,蛇口2号锚地,"POLYGON ((113.94272804 22.041694760000002, 113.96461486999999 22.00310416, 113.89240979999998 21.95942841, 113.86354922999999 22.001711510000003, 113.94272804 22.041694760000002))",c0418b65-ed5e-4704-b364-928a3c287d6d,POINT (113.9026703402033 21.980569960000004),ea07e08f-6fe8-44fb-9708-82b897f5a779,2025-10-24 16:43:49,2025-10-24 16:43:49
